,ID,ID_2022,ID_2019,ID_2016,IntDate,Mode,STATE,PCODE_r,SAMPSRC,accesstype,PANEL_FLAG,PANEL,CITIZEN,AGE,A1,A2_1,A2_2,A2_3,A2_4,A3,A4_1,A4_2,A4_3,A4_4,A4_5,A4_6,A5,A6,A7_1,A7_2,A7_3,A7_4,A7_5,A7_6,A7_7,A7_8,A9,A10,A11,A12_Order,A12a_1,A12a_2,A12a_3,A12a_4,A12a_5,A12a_6,A12a_7,A12a_8,A12_b,A12_c,A13_Order,A13_1,A13_2,A13_3,A13_4,A13_5,B1_r,B1_other_r,B2,B3,B4,B5,B6,B6a,B6b_1,B6b_2,B6b_3,B6b_4,B7,B8_1,B8_2,B8_3,B8_4,B8_5,B9_1_r,B9_1_other_r,B9_2_r,B9_2_other_r,B10,B11_1,B11_2,B12,B13,B14,B15_1,B15_2,B15_3,B15_4,B15_5,B15_6,B15_7,B15_8,B15b,B16,B17,B18_1,B18_2,B18_3,B18_4,B19_1,B19_2,B20_1,B20_2,B21_1,B21_2,C1_1,C1_2,C1_3,C1_4,C2_Order,C2_1,C2_2,C2_3,C2_4,C2_5,C2_6,C2_7,C2_8,C2_9,C3_Order,C3_1,C3_2,C3_3,C3_4,C3_5,C3_6,C3_7,C3_8,C3_9,C5,C6,C7,C8_1,C8_2,C8_3,C8_4,C8_5,C8_6,C9,C10,C11,C12b,C12c,C12d,C12e,C13_Order,C13_1,C13_2,C13_3,C13_4,C13_5,D1_Order,D1_1,D1_2,D1_3,D1_4,D1_6,D1_15,D1_10,D1_12,D1_13,D1_14,D2_Order,D2_1,D2_2,D2_3,D2_4,D2_6,D2_15,D2_10,D2_12,D2_13,D2_14,D3_1_Order,D3_1,D3_2_Order,D3_2,DVERB,D4_1,D4_2,D5_1,D5_2,D6_1,D6_2,D7_1,D7_2,D8_Order,D8_1,D8_2,D8_3,D8_4,D8_5,D8_6,D8_7,D8_8,D9_1,D9_2,D10_Order,D10_2,D10_3,D10a,E1,E2_Order,E2_3,E2_4,E2_6,E2_7,E6_Order,E6_2,E6_3,E6_5,E6_6,E6_7,E6a_1,E6a_2,E6a_3,E6a_4,E8_1_Order,E8_1,E8_2_Order,E8_2,F1,F2,F3,F4,F5_Order,F5_1,F5_2,F5_3,F5_6,F5_7,F5a,F6_Order,F6_1,F6_2,F6_3,F6a_Order,F6a_1,F6a_2,F6a_3,F6a_4,F6b,F6c,F7,F8_Order,F8_1,F8_2,F8_4,F8_5,F9,F10_Order,F10_1,F10_2,F10_3,F10_4,F10_5,F10_6,G1,G2,G3,G3_EDU,G4,G4_other,G5_Work,G5_Code_1d,G5_A_r,G5_B_r,G5_C_r,G5_D,G5_E,G5_F,G6,H1,H2,H2_AGE_GRP1,H2_AGE_GRP2,H3_1_r,H3_2_r,H3_3_r,H4,H5_1,H5_2,H6_r,H7,H8,I1,I1_other,I2_Work,I2_Code_1d,I2_A_r,I2_B_r,I3,I4,I5,I6,I6_other,J1,J2,J3,J4,J5,J6,J7,J8_1,J8_2,J8_3,J8_4,J8_5,J8_6,J8_7,J8_8,J9,W0,W1,W6,EDU_YOUTH,Panel_New,doutcome,devicetype,devicedets,GCCSA,SA2_r,LGA_r,CED_ABS,CED_AEC,weight_final,weight
1935,31227109,27906390,219810545,2481519,19-May-25,2,2,9,1,1,1,1,1,47,1,4,1,3,1,1,2,4,3,4,4,4,3,1,0,0,1,0,1,0,1,0,1,1,4,"_6,_5,_1,_3,_2,_4,_97,_na",0,0,0,0,1,0,0,0,2,1,"_3,_2,_1,_97,_na",0,0,0,1,0,2,9,1,1,2,2,2,2,1,1,1,1,1,5,7,3,6,4,2,9,2,9,1,NA,NA,1,1,2,0,1,0,0,0,0,0,0,1,2,1,2,9,5,6,2,1,2,1,1,1,10,6,5,5,"f,d,g,i,b,a,h,e,c",1,1,1,1,1,1,1,1,1,"f,d,g,i,b,a,h,e,c",2,3,3,2,3,2,3,3,3,1,4,4,2,2,2,2,2,1,1,1,1,2,1,1,1,"a,d,c,b,e",4,4,4,2,4,"p,a,m,b,d,c,j,f,n,l",1,1,1,1,1,1,1,1,1,1,"p,a,m,b,d,c,j,f,n,l",1,2,1,1,1,1,1,1,1,1,"_15,_1,_13,_2,_4,_3,_10,_6,_14,_12,_na",6,"_15,_1,_13,_2,_4,_3,_10,_14,_12,_na",12,I voted for Anthony Albanese and the Labor party because PBS Prescriptions will be reduced to $25. As I need weekly medication for a Chronic condition this will benefit me. The Tax deductions and energy bill relief will help with cost of living. Providing universal childcare for families and subsidising three days of education and care and his support for early childhood educators in getting a pay rise.,3,2,2,2,3,3,2,2,"b,c,g,h,e,f,d,a",1,2,4,3,2,3,2,4,1,5,"c,b",1,2,3,4,"d,c,f,g",3,4,3,3,"b,f,e,c,g",4,1,4,3,2,2,2,2,2,"_2,_1,_3,_4,_na",1,"_2,_1,_3,_4,_na",3,3,2,2,2,"a,f,c,b,g",3,3,1,3,1,1,"c,b,a",2,4,1,"a,b,c,d",2,4,2,4,1,5,3,"b,a,d,e",2,2,2,2,3,"f,e,a,c,b,d",1,2,2,1,1,2,18,5,3,1,1,,1,2,9,9,9,1,3,1,2,2,1978,3,4,0,0,3,2,998,998,251500,3,1,NA,,NA,NA,9,9,NA,NA,NA,NA,,2,2,1,2,5,13,1,0,0,0,0,0,0,1,0,1,1,1,1,NA,2,1,0,8,3,9,9,204,467,3013.888206,0.338470229
1936,31227111,27907264,219822132,,6-May-25,2,4,9,1,6,1,1,1,51,3,4,3,3,4,3,3,4,4,4,4,4,5,1,0,0,0,0,1,0,0,0,3,3,4,"_4,_2,_6,_5,_1,_3,_97,_na",0,0,0,0,0,0,1,0,1,998,"_3,_1,_2,_97,_na",0,0,0,1,0,1,9,3,2,6,3,4,5,2,2,2,2,2,3,3,3,3,3,3,9,1,9,1,NA,NA,2,1,1,0,1,0,0,0,0,0,0,2,4,2,1,5,6,5,2,998,2,998,2,1,4,2,5,5,"i,c,g,d,h,a,b,e,f",3,2,3,2,3,3,3,3,3,"i,c,g,d,h,a,b,e,f",4,2,4,3,4,3,4,4,4,2,2,2,2,1,2,1,2,2,4,2,3,2,1,1,1,"d,c,b,e,a",1,3,3,2,1,"m,d,j,b,f,p,c,a,l,n",1,2,1,2,1,2,1,1,2,1,"m,d,j,b,f,p,c,a,l,n",3,3,3,3,2,998,1,3,3,3,"_13,_4,_10,_2,_6,_15,_3,_1,_12,_14,_na",10,"_13,_4,_2,_6,_15,_3,_1,_12,_14,_na",6,The competition was poor and the opponent didn�t sell anything that stood out to want to produce a shift / change,3,4,3,3,3,3,2,2,"a,b,e,d,h,g,f,c",2,2,3,3,3,4,3,3,3,2,"b,c",3,3,3,2,"c,g,f,d",1,3,1,3,"f,e,c,g,b",5,1,2,1,3,4,4,4,4,"_1,_4,_3,_2,_na",2,"_1,_4,_3,_2,_na",3,2,2,1,2,"f,c,b,g,a",3,3,1,2,1,1,"c,a,b",2,3,3,"a,b,c,d",2,4,1,2,1,3,4,"a,e,d,b",3,3,2,2,3,"c,a,f,e,d,b",1,998,998,998,998,1,18,4,3,1,1,,1,5,9,9,9,2,3,1,2,2,1974,3,4,0,0,0,2,998,998,951111,6,2,2,,1,7,9,9,2,2,2,2,,1,2,2,2,5,19,2,0,0,0,0,0,0,1,0,1,1,4,1,NA,2,1,1,6,7,9,9,405,394,3829.876473,0.430108577
1937,31227112,27907169,219821589,,7-May-25,2,2,9,1,4,1,1,1,62,2,2,2,2,3,2,2,4,4,4,4,4,5,2,0,0,1,0,1,0,0,0,3,1,4,"_5,_1,_3,_4,_6,_2,_97,_na",0,1,0,0,0,0,0,0,1,998,"_3,_1,_2,_97,_na",0,0,0,1,0,1,9,2,1,2,3,3,1,1,1,2,3,2,6,7,3,7,0,1,9,1,9,1,NA,NA,1,1,1,0,0,0,0,0,1,0,0,1,2,3,8,4,7,0,998,2,1,2,2,2,6,6,5,0,"f,e,h,d,a,g,i,c,b",2,2,3,2,2,2,2,3,3,"f,e,h,d,a,g,i,c,b",2,3,2,2,3,3,2,3,3,3,3,3,2,2,2,2,2,2,4,2,2,1,1,3,3,"c,a,d,b,e",4,3,3,4,2,"c,f,m,j,n,d,a,l,p,b",1,1,2,2,2,2,1,1,2,2,"c,f,m,j,n,d,a,l,p,b",2,2,1,3,1,1,2,3,2,3,"_3,_6,_13,_10,_14,_4,_1,_12,_15,_2,_na",1,"_3,_6,_13,_10,_14,_4,_12,_15,_2,_na",10,"Disappointment in the Labor morality on broader issues.
Penny Wong was a turn off with her biased approach to international issues.
The greens have no place in Australia with their policies - they have lost the way and clearly the election outcome has made them totally irrelevant.",3,3,2,3,4,5,3,3,"a,c,h,b,g,d,f,e",1,2,3,2,3,3,2,4,3,2,"b,c",2,3,2,3,"c,d,g,f",2,4,4,3,"e,b,f,c,g",4,2,2,1,2,2,3,3,2,"_1,_2,_4,_3,_na",1,"_1,_2,_4,_3,_na",3,3,3,2,2,"c,a,f,b,g",3,3,2,3,2,1,"c,a,b",5,5,3,"a,b,c,d",3,4,1,2,1,1,5,"a,b,e,d",3,4,3,3,2,"c,d,a,e,f,b",1,2,998,998,998,1,17,14,2,1,1,,1,1,9,9,9,1,2,1,2,1,1963,4,5,9,9,9,2,6,6,999996,3,2,2,,1,2,9,9,1,2,2,1,,2,1,1,2,5,25,5,0,0,0,0,0,0,1,0,1,1,3,1,NA,2,1,0,8,3,9,9,228,404,3992.690173,0.448393127
1938,31227113,27906867,219820070,,6-Jul-25,2,1,9,1,8,1,1,1,63,2,2,2,2,3,2,2,4,4,4,4,4,5,2,0,0,1,0,0,0,0,0,2,1,3,"_4,_5,_6,_1,_3,_2,_97,_na",0,1,0,0,0,1,0,0,1,998,"_1,_2,_3,_97,_na",0,0,0,1,0,4,9,2,1,2,4,3,4,2,2,2,2,1,1,9,4,9,1,4,9,4,9,2,2,2,1,1,2,0,0,1,0,1,0,0,0,1,2,2,0,7,0,10,998,998,2,1,2,1,7,0,5,5,"a,f,d,g,i,b,h,c,e",1,2,2,1,2,2,2,2,2,"a,f,d,g,i,b,h,c,e",2,3,3,2,3,3,2,3,3,3,3,3,2,2,2,2,2,1,3,3,2,3,3,1,1,"e,b,a,d,c",1,3,3,1,1,"f,c,b,j,d,n,m,p,l,a",1,1,1,1,1,1,1,1,2,1,"f,c,b,j,d,n,m,p,l,a",3,1,1,1,1,1,1,1,998,3,"_6,_3,_2,_10,_4,_14,_13,_15,_12,_1,_na",6,"_3,_2,_10,_4,_14,_13,_15,_12,_1,_na",12,"Definitely did not want the liberals in. 
The greens are more interested in doing the right thing for all issues, health, environment, cost of living, education ect",4,5,2,2,3,3,2,2,"a,f,d,e,b,h,c,g",2,1,1,3,1,3,3,3,3,5,"b,c",4,1,5,5,"c,f,d,g",4,4,4,4,"g,c,b,f,e",2,3,5,1,1,1,1,1,1,"_1,_3,_2,_4,_na",2,"_1,_3,_2,_4,_na",3,3,2,2,2,"g,b,a,f,c",3,3,2,3,3,2,"a,b,c",3,3,2,"a,b,c,d",4,3,1,1,2,5,2,"a,d,b,e",3,2,2,3,3,"a,f,b,e,d,c",998,998,998,998,2,2,17,2,5,2,2,,1,4,9,9,9,5,2,2,1,2,1962,4,5,4,2,2,2,1,2,951111,5,1,NA,,NA,NA,9,9,NA,NA,NA,NA,,2,2,2,3,5,9,1,0,0,0,0,0,0,1,0,1,1,3,1,NA,2,1,1,1,2,9,9,131,388,19147.96361,2.150383552
1939,31227116,27900480,,,12-May-25,2,1,9,1,1,1,1,1,51,1,2,1,3,2,1,1,2,3,3,4,3,5,2,0,0,0,0,1,1,1,0,1,1,1,"_5,_1,_3,_2,_6,_4,_97,_na",1,1,0,0,0,1,0,0,8,2,"_1,_2,_3,_97,_na",1,0,0,0,0,1,9,2,1,2,3,4,1,1,1,2,2,1,3,8,4,10,1,96,9,2,9,1,2,NA,2,5,2,0,1,1,0,1,1,0,0,1,2,1,2,8,0,6,2,1,2,1,2,1,8,1,6,6,"g,h,f,d,a,e,c,i,b",2,1,1,1,2,1,3,3,2,"g,h,f,d,a,e,c,i,b",3,4,2,3,3,2,2,4,3,1,2,3,2,2,1,2,1,1,2,1,1,2,1,2,2,"b,d,e,c,a",4,5,4,4,1,"b,m,c,a,f,l,p,j,n,d",2,2,3,2,3,2,1,2,2,3,"b,m,c,a,f,l,p,j,n,d",2,1,1,1,1,1,2,1,3,1,"_2,_13,_3,_1,_6,_12,_15,_10,_14,_4,_na",10,"_2,_13,_3,_1,_6,_12,_15,_14,_4,_na",12,The Liberals were a disgrace - trying to divide and run Trump like policies.  Labour on the other hand tried to keep the economy in sight and not sink low.,2,3,1,2,2,2,1,1,"h,c,e,b,g,d,a,f",3,3,3,3,2,1,3,2,3,2,"c,b",2,4,5,4,"g,f,c,d",4,4,4,4,"c,f,g,e,b",2,3,4,2,2,1,1,2,1,"_4,_3,_1,_2,_na",3,"_4,_3,_1,_2,_na",1,3,3,3,3,"b,f,g,c,a",3,3,3,2,2,3,"a,b,c",2,2,1,"a,b,c,d",4,4,1,4,2,4,2,"e,d,a,b",5,1,1,4,2,"d,e,c,a,f,b",1,2,2,2,998,1,17,4,2,1,1,,1,1,9,9,9,1,2,1,2,1,1974,3,4,1,1,1,2,1,1,951111,6,2,1,,1,1,9,9,2,1,2,2,,2,1,1,1,5,25,5,0,0,0,0,0,0,1,0,1,1,2,1,NA,2,1,0,8,1,9,9,141,502,7308.87452,0.820812274
1940,31227117,27907572,219823665,,6-May-25,2,1,9,1,6,2,3,1,70,1,4,1,4,2,1,1,4,4,4,4,4,2,2,0,0,1,0,0,0,0,0,2,1,4,"_5,_2,_1,_3,_4,_6,_97,_na",0,1,0,0,0,1,0,0,1,998,"_1,_3,_2,_97,_na",0,0,0,1,0,94,9,NA,1,5,2,4,5,2,2,2,2,1,5,999,5,999,999,2,9,96,9,1,NA,2,2,6,2,0,1,1,1,1,1,0,0,1,3,1,1,8,5,7,2,2,2,1,2,1,8,1,7,7,"a,i,h,c,f,e,g,d,b",1,2,2,1,1,2,1,2,2,"a,i,h,c,f,e,g,d,b",2,2,3,3,2,3,2,3,3,2,2,2,1,1,1,2,1,1,4,3,2,3,3,3,3,"c,a,b,d,e",4,2,2,2,1,"c,p,l,m,n,f,b,a,j,d",2,2,1,1,1,1,1,1,2,1,"c,p,l,m,n,f,b,a,j,d",3,3,1,3,1,3,1,1,3,3,"_3,_15,_12,_13,_14,_6,_2,_1,_10,_4,_na",15,"_3,_12,_13,_14,_6,_2,_1,_10,_4,_na",10,"Liberal party with Nuclear energy was Stupid. Too expensive.
Too long to build.
And Nuclear Waste wasn't mentioned.
Working from home cancelled as in back to the Office .",5,5,2,3,4,5,2,2,"c,e,b,h,g,a,f,d",1,2,2,2,2,2,2,2,97,97,"b,c",3,1,5,4,"f,g,d,c",4,4,4,3,"e,b,c,f,g",2,3,3,1,2,2,3,3,1,"_3,_4,_2,_1,_na",4,"_3,_4,_2,_1,_na",2,3,1,2,2,"c,a,b,f,g",3,3,1,3,1,2,"a,c,b",4,2,2,"a,b,c,d",2,3,2,4,2,4,4,"d,e,b,a",3,2,2,2,1,"a,d,e,c,f,b",1,1,998,998,2,1,16,5,5,2,5,,1,1,9,9,9,5,1,2,2,2,1955,4,6,0,0,0,2,998,998,951111,6,2,5,,1,1,9,9,1,2,2,94,,1,2,2,3,1,9,3,0,0,0,1,0,0,0,0,1,1,2,2,NA,3,1,1,1,2,9,9,107,460,3709.750799,0.416618042
1941,31227118,27907067,219821130,,11-May-25,2,1,9,1,1,1,1,1,78,2,3,2,2,2,2,1,4,3,4,4,4,5,3,0,0,0,0,1,0,0,0,1,1,4,"_2,_6,_5,_4,_1,_3,_97,_na",0,0,0,0,0,0,1,0,1,998,"_2,_3,_1,_97,_na",0,0,0,1,0,94,9,NA,1,2,2,4,1,1,1,1,2,1,8,8,2,8,0,1,9,1,9,2,NA,NA,2,6,1,0,0,0,0,0,1,0,0,2,3,2,8,5,8,0,2,2,998,998,998,998,0,5,5,0,"e,f,c,d,i,h,g,a,b",4,3,3,3,4,3,4,4,4,"e,f,c,d,i,h,g,a,b",3,4,2,3,3,4,2,4,4,2,3,3,2,2,2,2,2,2,4,2,2,1,2,3,2,"e,b,c,d,a",4,4,2,3,1,"f,m,a,d,c,j,b,p,n,l",2,1,3,3,3,3,1,2,1,2,"f,m,a,d,c,j,b,p,n,l",3,2,3,2,3,998,3,3,2,3,"_6,_13,_1,_4,_3,_10,_2,_15,_14,_12,_na",10,"_6,_13,_1,_4,_3,_2,_15,_14,_12,_na",2,Labour green power is a sham,4,5,2,2,4,4,2,3,"g,f,c,b,a,e,h,d",3,3,3,1,2,2,4,5,97,97,"b,c",3,3,1,4,"f,g,c,d",1,3,1,4,"g,c,e,f,b",5,2,1,1,3,3,5,5,5,"_3,_4,_1,_2,_na",4,"_3,_4,_1,_2,_na",2,2,4,1,2,"g,b,c,f,a",3,3,2,2,2,2,"b,c,a",3,3,2,"a,b,c,d",3,4,2,3,1,1,4,"d,e,a,b",2,3,3,2,4,"e,f,a,d,c,b",1,2,1,1,998,2,15,0,7,2,5,,1,4,9,9,9,5,3,1,1,1,1947,4,7,0,2,0,2,998,998,999996,5,2,5,,1,4,9,9,2,2,2,1,,1,2,2,4,3,9,3,0,0,0,1,0,0,0,0,1,1,2,1,NA,2,1,0,12,1,9,9,127,417,5502.613868,0.61796286
1942,31227120,27906530,219810761,3195510,9-May-25,2,1,9,1,8,1,1,1,78,1,2,1,1,3,1,1,4,4,4,4,4,3,1,1,0,0,0,0,0,0,0,1,1,4,"_5,_6,_1,_3,_4,_2,_97,_na",0,0,0,0,0,0,1,0,1,998,"_3,_2,_1,_97,_na",0,0,0,1,0,2,9,1,1,1,2,1,1,1,1,1,1,1,0,10,0,10,0,2,9,2,9,1,NA,NA,2,5,2,1,0,0,0,0,0,0,0,1,3,1,0,10,0,10,2,1,2,1,2,2,10,0,0,10,"c,h,i,f,g,e,d,b,a",1,1,1,1,1,1,1,1,1,"c,h,i,f,g,e,d,b,a",4,4,4,4,4,4,4,4,4,1,2,5,1,2,2,2,2,2,3,1,1,1,2,3,1,"b,d,a,e,c",1,4,4,1,1,"j,b,l,p,f,m,a,d,n,c",3,1,1,1,1,1,1,1,1,1,"j,b,l,p,f,m,a,d,n,c",1,1,1,1,1,1,1,1,1,1,"_10,_2,_12,_15,_6,_13,_1,_4,_14,_3,_na",12,"_10,_2,_15,_6,_13,_1,_4,_14,_3,_na",1,Assessed my opinion about who was best to lead the Government not just for myself but for the benefit of other people who are struggling,3,1,2,1,3,3,2,1,"c,e,d,g,h,f,a,b",1,1,1,3,1,5,1,1,4,999,"b,c",5,1,5,5,"f,d,g,c",5,5,5,3,"c,f,b,g,e",4,1,5,1,1,1,1,1,1,"_3,_2,_4,_1,_na",2,"_3,_2,_4,_1,_na",3,3,1,4,4,"b,f,a,g,c",3,3,3,2,3,3,"c,b,a",1,1,1,"a,b,c,d",5,1,1,1,2,5,1,"d,b,e,a",5,1,1,5,1,"c,d,e,f,a,b",1,2,2,2,2,1,16,0,1,2,2,,1,5,9,9,9,5,3,1,2,2,1947,4,7,2,2,7,2,1,1,951111,6,2,5,,1,2,9,9,1,2,2,2,,3,2,2,3,5,7,1,0,0,0,1,0,0,0,0,1,1,2,1,NA,2,1,0,12,1,9,9,144,442,3670.772634,0.412240657
1943,31227121,27906797,219811162,5019061,2-Jul-25,1,2,9,1,NA,1,1,1,62,3,2,4,4,3,3,2,3,4,4,4,4,5,999,0,0,1,0,1,0,0,0,1,1,4,"_1,_2,_3,_4,_5,_6,_97,_na",0,0,0,0,0,0,1,0,1,998,"_1,_2,_3,_97,_na",0,0,0,1,0,94,9,NA,3,6,3,2,2,1,1,3,3,4,3,4,7,4,3,2,9,2,9,1,NA,NA,1,2,2,1,0,0,0,0,0,0,0,2,5,1,5,5,5,2,2,2,2,2,2,2,5,5,5,2,"a,b,c,d,e,f,g,h,i",3,3,3,3,3,3,3,3,3,"a,b,c,d,e,f,g,h,i",3,3,3,3,3,3,3,3,3,2,1,1,1,1,2,1,1,1,5,4,4,3,2,1,1,"a,b,c,d,e",2,2,2,2,1,"a,b,c,d,e,f,g,h,i,j",3,1,1,1,1,2,1,1,1,1,"a,b,c,d,e,f,g,h,i,j",3,3,3,3,3,3,3,3,3,3,"_1,_2,_3,_4,_6,_10,_12,_13,_14,_15,_na",12,"_1,_2,_3,_4,_6,_10,_12,_13,_14,_15,_na",6,,5,5,3,3,5,5,3,2,"a,b,c,d,e,f,g,h",1,1,2,1,2,3,1,1,97,3,"b,c",3,1,2,5,"c,d,f,g",2,4,3,2,"a,b,c,d,e",4,2,2,1,3,1,4,4,2,"_1,_2,_3,_4,_na",3,"_1,_2,_3,_4,_na",1,2,4,4,4,"a,b,c,f,g",3,1,2,3,2,4,"a,b,c",4,5,2,"a,b,c,d",4,3,1,4,2,999,5,"a,b,d,e",2,2,1,2,3,"a,b,c,d,e,f",1,998,998,1,2,2,15,999,6,2,96,VOLUNTEER,1,2,9,9,9,5,1,2,2,2,1963,4,5,0,0,0,2,998,998,999996,4,4,NA,,NA,NA,9,9,NA,NA,NA,NA,,3,2,2,4,5,5,1,1,0,0,0,0,0,0,0,1,1,4,1,NA,2,1,NA,NA,4,9,9,203,379,5752.878623,0.646068471
1944,31227122,27906631,219810919,3975166,14-Jul-25,1,3,9,1,NA,1,1,1,58,1,1,999,999,999,2,2,4,4,4,4,4,5,2,1,0,0,0,0,0,0,0,1,1,4,"_1,_2,_3,_4,_5,_6,_97,_na",0,0,0,0,0,0,1,0,1,998,"_1,_2,_3,_97,_na",0,0,0,1,0,1,9,2,1,1,4,3,3,1,1,1,1,2,7,8,2,8,0,1,9,1,9,2,NA,NA,2,1,1,1,0,0,0,0,0,0,0,2,5,2,9,2,6,4,998,998,1,2,998,998,5,8,5,5,"a,b,c,d,e,f,g,h,i",3,2,3,2,3,2,3,4,3,"a,b,c,d,e,f,g,h,i",2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,5,3,2,2,3,3,1,"a,b,c,d,e",3,3,2,2,3,"a,b,c,d,e,f,g,h,i,j",1,1,1,1,1,1,1,1,1,1,"a,b,c,d,e,f,g,h,i,j",2,2,2,1,2,1,2,1,2,2,"_1,_2,_3,_4,_6,_10,_12,_13,_14,_15,_na",10,"_1,_2,_3,_4,_6,_10,_12,_13,_14,_15,_na",12,,4,4,3,3,4,4,3,3,"a,b,c,d,e,f,g,h",2,2,3,3,2,3,1,3,3,3,"b,c",2,2,3,1,"c,d,f,g",2,3,2,3,"a,b,c,d,e",1,1,3,1,2,2,3,3,2,"_1,_2,_3,_4,_na",2,"_1,_2,_3,_4,_na",3,2,3,2,2,"a,b,c,f,g",3,3,2,3,1,2,"a,b,c",2,3,3,"a,b,c,d",3,3,3,3,1,3,4,"a,b,d,e",3,3,1,3,2,"a,b,c,d,e,f",1,2,2,998,2,2,16,1,7,2,2,,1,4,9,9,9,5,2,2,2,2,1967,4,5,0,0,0,2,1,1,251112,5,2,1,,1,3,9,9,1,2,2,1,,1,2,2,3,5,11,1,0,0,0,0,0,0,1,0,1,1,2,1,NA,2,1,NA,NA,6,9,9,317,506,10901.29037,1.224253189
1945,31227124,27901665,,,21-May-25,2,2,9,1,1,1,1,1,47,1,3,3,4,1,1,2,3,3,3,3,3,2,2,1,0,0,0,0,0,0,0,1,1,4,"_6,_5,_1,_3,_2,_4,_97,_na",1,1,1,1,1,1,0,0,8,3,"_3,_2,_1,_97,_na",0,0,0,1,0,2,9,2,1,1,1,1,1,2,2,2,2,1,4,2,9,4,4,2,9,2,9,1,NA,NA,2,1,1,1,0,0,0,0,0,0,0,1,3,3,1,2,1,2,2,2,1,2,1,2,9,2,4,3,"i,f,c,e,g,a,b,d,h",2,2,3,3,2,3,2,2,2,"i,f,c,e,g,a,b,d,h",3,3,2,3,2,3,2,3,3,2,1,3,2,2,2,2,2,2,3,3,3,1,1,2,1,"c,b,e,a,d",2,2,2,2,2,"c,p,f,l,d,n,j,b,m,a",1,1,2,2,1,2,2,1,2,2,"c,p,f,l,d,n,j,b,m,a",2,3,2,2,3,3,3,2,2,3,"_3,_15,_6,_12,_4,_14,_10,_2,_13,_1,_na",3,"_15,_6,_12,_4,_14,_10,_2,_13,_1,_na",15,The promisea count,2,2,1,1,2,2,1,2,"a,f,c,g,d,b,h,e",3,3,2,2,2,2,2,2,2,2,"b,c",2,2,1,1,"c,f,g,d",1,2,2,2,"e,c,g,b,f",3,2,2,2,2,2,2,2,3,"_1,_3,_4,_2,_na",4,"_1,_3,_4,_2,_na",3,1,2,2,2,"c,b,g,a,f",2,2,2,2,2,2,"c,b,a",3,3,2,"a,b,c,d",1,2,1,1,2,3,2,"a,d,e,b",4,1,1,2,3,"c,a,e,b,f,d",1,1,1,1,1,1,18,3,3,1,1,,1,2,9,9,9,2,2,1,2,1,1978,3,4,2,2,2,2,2,2,951111,6,2,1,,1,4,9,9,2,1,2,2,,2,1,2,2,4,13,1,1,0,0,0,0,0,0,0,1,1,2,1,NA,2,1,1,1,3,9,9,225,417,7621.148865,0.85588178
1946,31227125,27907480,219823220,,28-May-25,2,2,9,1,8,1,1,1,55,2,4,2,2,2,2,2,3,4,4,4,4,5,1,0,0,0,0,0,1,0,0,4,2,4,"_2,_5,_1,_3,_6,_4,_97,_na",0,0,0,0,0,0,1,0,2,1,"_1,_3,_2,_97,_na",0,0,0,1,0,2,9,2,1,1,2,1,1,1,1,1,1,2,7,3,8,4,6,2,9,2,9,3,NA,NA,1,1,2,1,0,0,0,0,0,0,0,2,3,2,0,10,3,2,998,1,2,1,1,1,8,5,5,5,"d,g,a,e,b,i,f,h,c",2,1,2,2,2,2,1,2,2,"d,g,a,e,b,i,f,h,c",2,2,4,3,3,3,2,4,2,3,3,3,2,2,2,2,2,1,3,2,3,3,3,3,3,"c,e,a,d,b",4,3,4,4,3,"l,p,d,m,n,a,c,f,j,b",1,1,1,2,1,2,1,1,1,1,"l,p,d,m,n,a,c,f,j,b",1,1,1,1,1,1,1,1,3,1,"_12,_15,_4,_13,_14,_1,_3,_6,_10,_2,_na",12,"_15,_4,_13,_14,_1,_3,_6,_10,_2,_na",1,Have always been a labour supporter,3,3,2,2,3,3,1,1,"f,c,d,e,h,b,a,g",3,3,3,3,3,3,3,3,3,5,"c,b",2,2,5,2,"d,f,g,c",2,4,3,2,"e,g,b,f,c",2,1,1,1,1,3,3,3,3,"_2,_3,_4,_1,_na",2,"_2,_3,_4,_1,_na",3,1,1,2,3,"c,g,a,f,b",3,2,1,3,1,4,"a,c,b",2,4,4,"a,b,c,d",3,2,2,1,2,3,5,"b,d,e,a",2,4,2,2,3,"d,a,f,b,c,e",1,2,2,1,998,1,18,4,3,1,1,,1,5,9,9,9,5,2,2,2,2,1970,4,5,0,3,3,2,2,2,251500,6,3,NA,,NA,NA,9,9,NA,NA,NA,NA,,1,2,2,3,5,15,2,0,0,0,0,0,0,1,0,1,1,3,1,NA,2,1,1,6,3,9,9,238,402,2556.182366,0.287068256
